target	collocate	f_x_target	f_y_collocate	f_xy_cooc	logDice	window	min_f_y	min_f_xy	min_logDice
european_norp	since	1675	410	13	7.675	+/-5	10	10	5.0
european_norp	claim	1675	272	12	7.658	+/-5	10	10	5.0
european_norp	use	1675	1735	21	7.657	+/-5	10	10	5.0
european_norp	example	1675	446	13	7.65	+/-5	10	10	5.0
european_norp	therefore	1675	287	12	7.647	+/-5	10	10	5.0
european_norp	modern	1675	295	12	7.641	+/-5	10	10	5.0
european_norp	large	1675	631	14	7.636	+/-5	10	10	5.0
european_norp	middle	1675	306	12	7.633	+/-5	10	10	5.0
european_norp	themselves	1675	316	12	7.626	+/-5	10	10	5.0
european_norp	some	1675	981	16	7.625	+/-5	10	10	5.0
european_norp	murder	1675	153	11	7.623	+/-5	10	10	5.0
european_norp	process	1675	329	12	7.616	+/-5	10	10	5.0
european_norp	among	1675	338	12	7.61	+/-5	10	10	5.0
european_norp	act	1675	339	12	7.609	+/-5	10	10	5.0
european_norp	include	1675	689	14	7.6	+/-5	10	10	5.0
european_norp	way	1675	698	14	7.595	+/-5	10	10	5.0
european_norp	much	1675	542	13	7.586	+/-5	10	10	5.0
european_norp	deconstruction	1675	35	10	7.582	+/-5	10	10	5.0
european_norp	reason	1675	378	12	7.581	+/-5	10	10	5.0
european_norp	white	1675	218	11	7.573	+/-5	10	10	5.0
european_norp	integration	1675	46	10	7.573	+/-5	10	10	5.0
european_norp	about	1675	1105	16	7.559	+/-5	10	10	5.0
european_norp	very	1675	765	14	7.555	+/-5	10	10	5.0
european_norp	especially	1675	247	11	7.551	+/-5	10	10	5.0
european_norp	into	1675	950	15	7.549	+/-5	10	10	5.0
european_norp	dominate	1675	80	10	7.545	+/-5	10	10	5.0
european_norp	atrocity	1675	82	10	7.543	+/-5	10	10	5.0
european_norp	influence	1675	260	11	7.541	+/-5	10	10	5.0
european_norp	under	1675	623	13	7.534	+/-5	10	10	5.0
european_norp	eurabia	1675	102	10	7.527	+/-5	10	10	5.0
european_norp	policy	1675	478	12	7.513	+/-5	10	10	5.0
european_norp	consider	1675	504	12	7.496	+/-5	10	10	5.0
european_norp	see	1675	693	13	7.491	+/-5	10	10	5.0
european_norp	thus	1675	331	11	7.489	+/-5	10	10	5.0
european_norp	sell	1675	151	10	7.487	+/-5	10	10	5.0
european_norp	work	1675	704	13	7.484	+/-5	10	10	5.0
european_norp	just	1675	705	13	7.484	+/-5	10	10	5.0
european_norp	commit	1675	160	10	7.48	+/-5	10	10	5.0
european_norp	brother	1675	160	10	7.48	+/-5	10	10	5.0
european_norp	mass	1675	345	11	7.479	+/-5	10	10	5.0
european_norp	regime	1675	346	11	7.479	+/-5	10	10	5.0
european_norp	youth	1675	170	10	7.473	+/-5	10	10	5.0
european_norp	design	1675	174	10	7.469	+/-5	10	10	5.0
european_norp	criminal	1675	180	10	7.465	+/-5	10	10	5.0
european_norp	implement	1675	199	10	7.45	+/-5	10	10	5.0
european_norp	value	1675	205	10	7.445	+/-5	10	10	5.0
european_norp	where	1675	779	13	7.44	+/-5	10	10	5.0
european_norp	because	1675	784	13	7.437	+/-5	10	10	5.0
european_norp	too	1675	407	11	7.436	+/-5	10	10	5.0
european_norp	term	1675	412	11	7.432	+/-5	10	10	5.0
european_norp	over	1675	615	12	7.424	+/-5	10	10	5.0
european_norp	usually	1675	235	10	7.423	+/-5	10	10	5.0
european_norp	turn	1675	237	10	7.421	+/-5	10	10	5.0
european_norp	today	1675	435	11	7.416	+/-5	10	10	5.0
european_norp	ensure	1675	247	10	7.414	+/-5	10	10	5.0
european_norp	person	1675	248	10	7.413	+/-5	10	10	5.0
european_norp	good	1675	639	12	7.409	+/-5	10	10	5.0
european_norp	say	1675	1026	14	7.408	+/-5	10	10	5.0
european_norp	avoid	1675	262	10	7.402	+/-5	10	10	5.0
european_norp	immigration	1675	480	11	7.386	+/-5	10	10	5.0
european_norp	great	1675	488	11	7.381	+/-5	10	10	5.0
european_norp	certain	1675	309	10	7.368	+/-5	10	10	5.0
european_norp	prevent	1675	325	10	7.356	+/-5	10	10	5.0
european_norp	long	1675	740	12	7.347	+/-5	10	10	5.0
european_norp	allow	1675	547	11	7.342	+/-5	10	10	5.0
european_norp	fact	1675	572	11	7.326	+/-5	10	10	5.0
european_norp	etc	1675	389	10	7.311	+/-5	10	10	5.0
european_norp	year	1675	1012	13	7.309	+/-5	10	10	5.0
european_norp	come	1675	627	11	7.291	+/-5	10	10	5.0
european_norp	find	1675	444	10	7.273	+/-5	10	10	5.0
european_norp	become	1675	677	11	7.26	+/-5	10	10	5.0
european_norp	follow	1675	487	10	7.244	+/-5	10	10	5.0
european_norp	time	1675	1136	13	7.244	+/-5	10	10	5.0
european_norp	individual	1675	739	11	7.222	+/-5	10	10	5.0
european_norp	end	1675	541	10	7.208	+/-5	10	10	5.0
european_norp	call	1675	612	10	7.163	+/-5	10	10	5.0
european_norp	during	1675	614	10	7.161	+/-5	10	10	5.0
european_norp	give	1675	616	10	7.16	+/-5	10	10	5.0
european_norp	part	1675	661	10	7.132	+/-5	10	10	5.0
european_norp	he	1675	2147	16	7.1	+/-5	10	10	5.0
european_norp	government	1675	794	10	7.052	+/-5	10	10	5.0
european_norp	may	1675	910	10	6.986	+/-5	10	10	5.0
islamic_norp	world	1041	1119	121	10.842	+/-5	10	10	5.0
islamic_norp	law	1041	579	78	10.624	+/-5	10	10	5.0
islamic_norp	warfare	1041	214	53	10.434	+/-5	10	10	5.0
islamic_norp	demographic	1041	135	49	10.415	+/-5	10	10	5.0
islamic_norp	an	1041	2791	103	9.783	+/-5	10	10	5.0
islamic_norp	islamic	1041	1342	64	9.781	+/-5	10	10	5.0
islamic_norp	rule	1041	388	31	9.473	+/-5	10	10	5.0
islamic_norp	country	1041	1655	57	9.436	+/-5	10	10	5.0
islamic_norp	europe	1041	1635	54	9.369	+/-5	10	10	5.0
islamic_norp	under	1041	623	33	9.344	+/-5	10	10	5.0
islamic_norp	sharia	1041	226	24	9.278	+/-5	10	10	5.0
islamic_norp	civilisation	1041	234	24	9.269	+/-5	10	10	5.0
islamic_norp	through	1041	692	32	9.241	+/-5	10	10	5.0
islamic_norp	by	1041	4393	98	9.207	+/-5	10	10	5.0
islamic_norp	in	1041	15843	287	9.122	+/-5	10	10	5.0
islamic_norp	history	1041	498	26	9.113	+/-5	10	10	5.0
islamic_norp	school	1041	450	25	9.102	+/-5	10	10	5.0
islamic_norp	the	1041	47248	793	9.072	+/-5	10	10	5.0
islamic_norp	terrorist	1041	219	20	9.023	+/-5	10	10	5.0
islamic_norp	slavery	1041	113	18	8.997	+/-5	10	10	5.0
islamic_norp	to	1041	21350	345	8.98	+/-5	10	10	5.0
islamic_norp	of	1041	25390	407	8.979	+/-5	10	10	5.0
islamic_norp	accord	1041	453	23	8.979	+/-5	10	10	5.0
islamic_norp	islam	1041	1466	38	8.956	+/-5	10	10	5.0
islamic_norp	allow	1041	547	24	8.952	+/-5	10	10	5.0
islamic_norp	state	1041	1073	31	8.908	+/-5	10	10	5.0
islamic_norp	against	1041	1169	32	8.89	+/-5	10	10	5.0
islamic_norp	muslims	1041	1669	38	8.844	+/-5	10	10	5.0
islamic_norp	colonisation	1041	42	15	8.826	+/-5	10	10	5.0
islamic_norp	be	1041	27314	384	8.794	+/-5	10	10	5.0
islamic_norp	from	1041	3562	61	8.762	+/-5	10	10	5.0
islamic_norp	into	1041	950	26	8.741	+/-5	10	10	5.0
islamic_norp	terrorism	1041	115	15	8.732	+/-5	10	10	5.0
islamic_norp	muslim	1041	1881	37	8.697	+/-5	10	10	5.0
islamic_norp	demographical	1041	65	14	8.696	+/-5	10	10	5.0
islamic_norp	culture	1041	545	20	8.691	+/-5	10	10	5.0
islamic_norp	jihad	1041	656	21	8.664	+/-5	10	10	5.0
islamic_norp	all	1041	2515	44	8.663	+/-5	10	10	5.0
islamic_norp	have	1041	7549	106	8.659	+/-5	10	10	5.0
islamic_norp	center	1041	97	14	8.655	+/-5	10	10	5.0
islamic_norp	or	1041	3845	60	8.652	+/-5	10	10	5.0
islamic_norp	and	1041	21802	280	8.65	+/-5	10	10	5.0
islamic_norp	as	1041	6595	92	8.625	+/-5	10	10	5.0
islamic_norp	fundamentalist	1041	46	13	8.614	+/-5	10	10	5.0
islamic_norp	with	1041	4503	66	8.608	+/-5	10	10	5.0
islamic_norp	on	1041	3691	55	8.573	+/-5	10	10	5.0
islamic_norp	century	1041	527	18	8.555	+/-5	10	10	5.0
islamic_norp	no	1041	1241	26	8.544	+/-5	10	10	5.0
islamic_norp	organisation	1041	469	17	8.527	+/-5	10	10	5.0
islamic_norp	ongoing	1041	128	13	8.509	+/-5	10	10	5.0
islamic_norp	government	1041	794	20	8.48	+/-5	10	10	5.0
islamic_norp	not	1041	3822	53	8.48	+/-5	10	10	5.0
islamic_norp	institution	1041	159	13	8.472	+/-5	10	10	5.0
islamic_norp	establish	1041	252	14	8.471	+/-5	10	10	5.0
islamic_norp	western	1041	1207	24	8.451	+/-5	10	10	5.0
islamic_norp	source	1041	459	16	8.449	+/-5	10	10	5.0
islamic_norp	invasion	1041	95	12	8.435	+/-5	10	10	5.0
islamic_norp	base	1041	392	15	8.422	+/-5	10	10	5.0
islamic_norp	threat	1041	205	13	8.417	+/-5	10	10	5.0
islamic_norp	way	1041	698	18	8.406	+/-5	10	10	5.0
islamic_norp	theology	1041	27	11	8.399	+/-5	10	10	5.0
islamic_norp	make	1041	1179	22	8.343	+/-5	10	10	5.0
islamic_norp	for	1041	6283	72	8.332	+/-5	10	10	5.0
islamic_norp	about	1041	1105	21	8.325	+/-5	10	10	5.0
islamic_norp	that	1041	7957	88	8.324	+/-5	10	10	5.0
islamic_norp	christians	1041	803	18	8.321	+/-5	10	10	5.0
islamic_norp	movement	1041	499	15	8.318	+/-5	10	10	5.0
islamic_norp	who	1041	1893	28	8.289	+/-5	10	10	5.0
islamic_norp	conquest	1041	116	11	8.283	+/-5	10	10	5.0
islamic_norp	calendar	1041	17	10	8.275	+/-5	10	10	5.0
islamic_norp	some	1041	981	19	8.266	+/-5	10	10	5.0
islamic_norp	their	1041	3120	39	8.263	+/-5	10	10	5.0
islamic_norp	which	1041	2277	31	8.258	+/-5	10	10	5.0
islamic_norp	terror	1041	141	11	8.252	+/-5	10	10	5.0
islamic_norp	there	1041	1556	24	8.242	+/-5	10	10	5.0
islamic_norp	influence	1041	260	12	8.24	+/-5	10	10	5.0
islamic_norp	say	1041	1026	19	8.235	+/-5	10	10	5.0
islamic_norp	christian	1041	1152	20	8.223	+/-5	10	10	5.0
islamic_norp	religious	1041	389	13	8.219	+/-5	10	10	5.0
islamic_norp	community	1041	285	12	8.212	+/-5	10	10	5.0
islamic_norp	doctrine	1041	183	11	8.202	+/-5	10	10	5.0
islamic_norp	group	1041	745	16	8.197	+/-5	10	10	5.0
islamic_norp	atrocity	1041	82	10	8.189	+/-5	10	10	5.0
islamic_norp	west	1041	422	13	8.186	+/-5	10	10	5.0
islamic_norp	other	1041	1782	25	8.181	+/-5	10	10	5.0
islamic_norp	mosque	1041	92	10	8.176	+/-5	10	10	5.0
islamic_norp	non	1041	679	15	8.159	+/-5	10	10	5.0
islamic_norp	study	1041	234	11	8.143	+/-5	10	10	5.0
islamic_norp	society	1041	588	14	8.138	+/-5	10	10	5.0
islamic_norp	cultural	1041	1416	21	8.13	+/-5	10	10	5.0
islamic_norp	his	1041	1468	21	8.099	+/-5	10	10	5.0
islamic_norp	can	1041	1952	25	8.096	+/-5	10	10	5.0
islamic_norp	violent	1041	159	10	8.093	+/-5	10	10	5.0
islamic_norp	now	1041	760	15	8.092	+/-5	10	10	5.0
islamic_norp	land	1041	282	11	8.09	+/-5	10	10	5.0
islamic_norp	they	1041	5374	53	8.081	+/-5	10	10	5.0
islamic_norp	do	1041	2845	32	8.076	+/-5	10	10	5.0
islamic_norp	tradition	1041	176	10	8.073	+/-5	10	10	5.0
islamic_norp	this	1041	4324	44	8.07	+/-5	10	10	5.0
islamic_norp	saudi	1041	184	10	8.063	+/-5	10	10	5.0
islamic_norp	religion	1041	432	12	8.06	+/-5	10	10	5.0
islamic_norp	we	1041	3542	37	8.047	+/-5	10	10	5.0
islamic_norp	regime	1041	346	11	8.022	+/-5	10	10	5.0
islamic_norp	a	1041	15478	131	8.022	+/-5	10	10	5.0
islamic_norp	create	1041	734	14	8.014	+/-5	10	10	5.0
islamic_norp	call	1041	612	13	8.01	+/-5	10	10	5.0
islamic_norp	nation	1041	490	12	8.005	+/-5	10	10	5.0
islamic_norp	year	1041	1012	16	7.996	+/-5	10	10	5.0
islamic_norp	while	1041	639	13	7.986	+/-5	10	10	5.0
islamic_norp	at	1041	2330	26	7.981	+/-5	10	10	5.0
islamic_norp	one	1041	1834	22	7.97	+/-5	10	10	5.0
islamic_norp	such	1041	940	15	7.955	+/-5	10	10	5.0
islamic_norp	kill	1041	415	11	7.952	+/-5	10	10	5.0
islamic_norp	after	1041	877	14	7.902	+/-5	10	10	5.0
islamic_norp	within	1041	354	10	7.876	+/-5	10	10	5.0
islamic_norp	where	1041	779	13	7.871	+/-5	10	10	5.0
islamic_norp	because	1041	784	13	7.867	+/-5	10	10	5.0
islamic_norp	point	1041	505	11	7.865	+/-5	10	10	5.0
islamic_norp	also	1041	1082	15	7.855	+/-5	10	10	5.0
islamic_norp	european	1041	2092	22	7.846	+/-5	10	10	5.0
islamic_norp	current	1041	384	10	7.845	+/-5	10	10	5.0
islamic_norp	attack	1041	542	11	7.831	+/-5	10	10	5.0
islamic_norp	include	1041	689	12	7.828	+/-5	10	10	5.0
islamic_norp	it	1041	6025	49	7.828	+/-5	10	10	5.0
islamic_norp	will	1041	4179	36	7.82	+/-5	10	10	5.0
islamic_norp	could	1041	572	11	7.804	+/-5	10	10	5.0
islamic_norp	give	1041	616	11	7.765	+/-5	10	10	5.0
islamic_norp	when	1041	1425	16	7.732	+/-5	10	10	5.0
islamic_norp	more	1041	1762	18	7.717	+/-5	10	10	5.0
islamic_norp	but	1041	2392	22	7.714	+/-5	10	10	5.0
islamic_norp	these	1041	1309	15	7.708	+/-5	10	10	5.0
islamic_norp	own	1041	707	11	7.688	+/-5	10	10	5.0
islamic_norp	those	1041	576	10	7.663	+/-5	10	10	5.0
islamic_norp	only	1041	1225	14	7.661	+/-5	10	10	5.0
islamic_norp	support	1041	595	10	7.646	+/-5	10	10	5.0
islamic_norp	our	1041	1891	17	7.57	+/-5	10	10	5.0
islamic_norp	work	1041	704	10	7.553	+/-5	10	10	5.0
islamic_norp	force	1041	723	10	7.537	+/-5	10	10	5.0
islamic_norp	should	1041	1448	14	7.526	+/-5	10	10	5.0
islamic_norp	right	1041	792	10	7.482	+/-5	10	10	5.0
islamic_norp	he	1041	2147	17	7.449	+/-5	10	10	5.0
islamic_norp	political	1041	1214	12	7.446	+/-5	10	10	5.0
islamic_norp	people	1041	1630	14	7.424	+/-5	10	10	5.0
islamic_norp	take	1041	982	10	7.34	+/-5	10	10	5.0
islamic_norp	any	1041	1191	11	7.335	+/-5	10	10	5.0
islamic_norp	if	1041	1823	14	7.324	+/-5	10	10	5.0
islamic_norp	use	1041	1735	13	7.262	+/-5	10	10	5.0
islamic_norp	so	1041	1353	11	7.234	+/-5	10	10	5.0
islamic_norp	would	1041	1568	10	6.973	+/-5	10	10	5.0
islamic_norp	i	1041	4666	15	6.428	+/-5	10	10	5.0
marxist_norp	cultural	728	1416	485	12.856	+/-5	10	10	5.0
marxist_norp	multiculturalist	728	536	235	12.573	+/-5	10	10	5.0
marxist_norp	regime	728	346	61	10.862	+/-5	10	10	5.0
marxist_norp	elite	728	233	43	10.518	+/-5	10	10	5.0
marxist_norp	humanist	728	90	31	10.278	+/-5	10	10	5.0
marxist_norp	suicidal	728	96	23	9.837	+/-5	10	10	5.0
marxist_norp	globalist	728	85	21	9.725	+/-5	10	10	5.0
marxist_norp	current	728	384	26	9.581	+/-5	10	10	5.0
marxist_norp	europe	728	1635	52	9.494	+/-5	10	10	5.0
marxist_norp	western	728	1207	39	9.367	+/-5	10	10	5.0
marxist_norp	doctrine	728	183	18	9.339	+/-5	10	10	5.0
marxist_norp	hegemony	728	69	15	9.268	+/-5	10	10	5.0
marxist_norp	view	728	346	20	9.253	+/-5	10	10	5.0
marxist_norp	against	728	1169	34	9.198	+/-5	10	10	5.0
marxist_norp	establishment	728	124	15	9.172	+/-5	10	10	5.0
marxist_norp	traitor	728	262	17	9.136	+/-5	10	10	5.0
marxist_norp	organisation	728	469	20	9.097	+/-5	10	10	5.0
marxist_norp	alliance	728	164	14	9.006	+/-5	10	10	5.0
marxist_norp	marxist	728	621	21	8.995	+/-5	10	10	5.0
marxist_norp	medium	728	440	18	8.98	+/-5	10	10	5.0
marxist_norp	hardcore	728	39	11	8.876	+/-5	10	10	5.0
marxist_norp	by	728	4393	72	8.848	+/-5	10	10	5.0
marxist_norp	european	728	2092	39	8.824	+/-5	10	10	5.0
marxist_norp	b	728	218	13	8.815	+/-5	10	10	5.0
marxist_norp	category	728	239	13	8.783	+/-5	10	10	5.0
marxist_norp	revolutionary	728	166	12	8.781	+/-5	10	10	5.0
marxist_norp	political	728	1214	26	8.777	+/-5	10	10	5.0
marxist_norp	extreme	728	123	11	8.726	+/-5	10	10	5.0
marxist_norp	multiculturalism	728	455	15	8.699	+/-5	10	10	5.0
marxist_norp	under	728	623	17	8.688	+/-5	10	10	5.0
marxist_norp	career	728	79	10	8.666	+/-5	10	10	5.0
marxist_norp	propaganda	728	91	10	8.644	+/-5	10	10	5.0
marxist_norp	not	728	3822	55	8.63	+/-5	10	10	5.0
marxist_norp	today	728	435	14	8.624	+/-5	10	10	5.0
marxist_norp	liberal	728	188	11	8.62	+/-5	10	10	5.0
marxist_norp	world	728	1119	22	8.608	+/-5	10	10	5.0
marxist_norp	the	728	47248	563	8.587	+/-5	10	10	5.0
marxist_norp	create	728	734	17	8.574	+/-5	10	10	5.0
marxist_norp	many	728	1166	22	8.572	+/-5	10	10	5.0
marxist_norp	our	728	1891	30	8.552	+/-5	10	10	5.0
marxist_norp	support	728	595	15	8.537	+/-5	10	10	5.0
marxist_norp	result	728	518	14	8.524	+/-5	10	10	5.0
marxist_norp	government	728	794	17	8.516	+/-5	10	10	5.0
marxist_norp	policy	728	478	13	8.464	+/-5	10	10	5.0
marxist_norp	we	728	3542	46	8.464	+/-5	10	10	5.0
marxist_norp	marxists	728	246	10	8.394	+/-5	10	10	5.0
marxist_norp	revolution	728	248	10	8.391	+/-5	10	10	5.0
marxist_norp	all	728	2515	33	8.381	+/-5	10	10	5.0
marxist_norp	lead	728	458	12	8.373	+/-5	10	10	5.0
marxist_norp	so	728	1353	21	8.369	+/-5	10	10	5.0
marxist_norp	us	728	479	12	8.348	+/-5	10	10	5.0
marxist_norp	and	728	21802	221	8.328	+/-5	10	10	5.0
marxist_norp	group	728	745	14	8.283	+/-5	10	10	5.0
marxist_norp	be	728	27314	258	8.236	+/-5	10	10	5.0
marxist_norp	will	728	4179	44	8.199	+/-5	10	10	5.0
marxist_norp	or	728	3845	41	8.199	+/-5	10	10	5.0
marxist_norp	control	728	389	10	8.197	+/-5	10	10	5.0
marxist_norp	have	728	7549	73	8.175	+/-5	10	10	5.0
marxist_norp	conservative	728	658	12	8.148	+/-5	10	10	5.0
marxist_norp	society	728	588	11	8.097	+/-5	10	10	5.0
marxist_norp	any	728	1191	16	8.094	+/-5	10	10	5.0
marxist_norp	party	728	712	12	8.093	+/-5	10	10	5.0
marxist_norp	as	728	6595	61	8.093	+/-5	10	10	5.0
marxist_norp	to	728	21350	183	8.085	+/-5	10	10	5.0
marxist_norp	do	728	2845	29	8.055	+/-5	10	10	5.0
marxist_norp	know	728	876	13	8.053	+/-5	10	10	5.0
marxist_norp	a	728	15478	129	8.027	+/-5	10	10	5.0
marxist_norp	because	728	784	12	8.023	+/-5	10	10	5.0
marxist_norp	these	728	1309	16	8.008	+/-5	10	10	5.0
marxist_norp	allow	728	547	10	8.006	+/-5	10	10	5.0
marxist_norp	if	728	1823	20	8.005	+/-5	10	10	5.0
marxist_norp	of	728	25390	199	7.964	+/-5	10	10	5.0
marxist_norp	force	728	723	11	7.957	+/-5	10	10	5.0
marxist_norp	their	728	3120	28	7.897	+/-5	10	10	5.0
marxist_norp	only	728	1225	14	7.876	+/-5	10	10	5.0
marxist_norp	with	728	4503	37	7.857	+/-5	10	10	5.0
marxist_norp	but	728	2392	22	7.852	+/-5	10	10	5.0
marxist_norp	through	728	692	10	7.85	+/-5	10	10	5.0
marxist_norp	they	728	5374	42	7.817	+/-5	10	10	5.0
marxist_norp	in	728	15843	112	7.791	+/-5	10	10	5.0
marxist_norp	very	728	765	10	7.778	+/-5	10	10	5.0
marxist_norp	when	728	1425	14	7.735	+/-5	10	10	5.0
marxist_norp	use	728	1735	16	7.734	+/-5	10	10	5.0
marxist_norp	more	728	1762	16	7.718	+/-5	10	10	5.0
marxist_norp	war	728	1009	11	7.697	+/-5	10	10	5.0
marxist_norp	he	728	2147	18	7.681	+/-5	10	10	5.0
marxist_norp	after	728	877	10	7.674	+/-5	10	10	5.0
marxist_norp	that	728	7957	54	7.671	+/-5	10	10	5.0
marxist_norp	islamic	728	1342	12	7.57	+/-5	10	10	5.0
marxist_norp	who	728	1893	15	7.551	+/-5	10	10	5.0
marxist_norp	other	728	1782	14	7.514	+/-5	10	10	5.0
marxist_norp	should	728	1448	12	7.497	+/-5	10	10	5.0
marxist_norp	one	728	1834	14	7.484	+/-5	10	10	5.0
marxist_norp	this	728	4324	27	7.452	+/-5	10	10	5.0
marxist_norp	country	728	1655	12	7.366	+/-5	10	10	5.0
marxist_norp	for	728	6283	35	7.354	+/-5	10	10	5.0
marxist_norp	an	728	2791	17	7.307	+/-5	10	10	5.0
marxist_norp	from	728	3562	20	7.255	+/-5	10	10	5.0
marxist_norp	there	728	1556	10	7.165	+/-5	10	10	5.0
marxist_norp	it	728	6025	28	7.086	+/-5	10	10	5.0
marxist_norp	i	728	4666	22	7.062	+/-5	10	10	5.0
marxist_norp	which	728	2277	12	7.032	+/-5	10	10	5.0
marxist_norp	at	728	2330	12	7.007	+/-5	10	10	5.0
marxist_norp	you	728	3353	16	7.005	+/-5	10	10	5.0
marxist_norp	on	728	3691	13	6.591	+/-5	10	10	5.0
